,id,retweet_count,favorite_count
948,752173152931807232,2106,6569
949,751950017322246144,1060,3415
950,751937170840121344,1530,5770
951,751830394383790080,2227,6428
952,751793661361422336,3320,6479
953,751598357617971201,3440,8699
954,751583847268179968,1265,4849
955,751538714308972544,1445,5547
956,751456908746354688,1127,3516
957,751251247299190784,6695,13791
958,751205363882532864,2086,6948
959,751132876104687617,1480,5610
960,750868782890057730,1595,5306
961,750719632563142656,5747,14621
962,750506206503038976,1316,4934
963,750429297815552001,4947,14569
964,750383411068534784,1309,5005
965,750381685133418496,39,758
966,750147208377409536,1095,3409
967,750132105863102464,1440,3990
968,750117059602808832,1466,4740
969,750101899009982464,959,3344
970,750086836815486976,613,2383
971,750071704093859840,3802,8653
972,750056684286914561,1011,3444
973,750041628174217216,703,3502
974,750026558547456000,888,2986
975,750011400160841729,1035,3568
976,749996283729883136,919,3331
977,749981277374128128,2772,5569
978,749774190421639168,1493,5114
979,749417653287129088,1904,6721
980,749403093750648834,622,2892
981,749395845976588288,3951,9488
982,749317047558017024,2509,6076
983,749075273010798592,2360,6353
984,749064354620928000,1714,5277
985,749036806121881602,896,3425
986,748977405889503236,3759,11235
987,748932637671223296,2564,6461
988,748705597323898880,1067,3047
989,748699167502000129,1814,5213
990,748692773788876800,1504,4659
991,748575535303884801,2272,6696
992,748568946752774144,776,2411
993,748346686624440324,1413,5735
994,748337862848962560,4701,8462
995,748324050481647620,867,4078
996,748307329658011649,810,4027
997,748220828303695873,8825,15549
998,747963614829678593,2444,6397
999,747933425676525569,2894,7310
1000,747885874273214464,1116,3243
1001,747844099428986880,851,3084
1002,747816857231626240,1316,5346
1003,747651430853525504,179,1520
1004,747648653817413632,6614,14182
1005,747600769478692864,619,2545
1006,747594051852075008,1205,4065
1007,747512671126323200,1803,6110
1008,747461612269887489,1169,4249
1009,747439450712596480,2184,5965
1010,747242308580548608,3257,0
1011,747219827526344708,1791,5792
1012,747204161125646336,1038,3722
1013,747103485104099331,4548,10534
1014,746906459439529985,336,3168
1015,746872823977771008,2429,6593
1016,746818907684614144,1944,5807
1017,746790600704425984,1806,5345
1018,746757706116112384,4432,10520
1019,746726898085036033,2037,6648
1020,746542875601690625,2104,5520
1021,746521445350707200,1110,0
1022,746507379341139972,1226,5094
1023,746369468511756288,1854,6637
1024,746131877086527488,2511,7565
1025,746056683365994496,931,3904
1026,745789745784041472,1207,4437
1027,745712589599014916,2636,7652
1028,745433870967832576,2894,7824
1029,745422732645535745,2768,9412
1030,745314880350101504,3131,7863
1031,745074613265149952,3976,8605
1032,745057283344719872,2585,7945
1033,744995568523612160,716,3277
1034,744971049620602880,3042,8652
1035,744709971296780288,1771,6150
1036,744334592493166593,2412,7443
1037,744234799360020481,79515,131075
1038,744223424764059648,424,1868
1039,743980027717509120,1231,4551
1040,743895849529389061,1087,3999
1041,743835915802583040,2387,0
1042,743609206067040256,1560,4917
1043,743595368194129920,7445,20275
1044,743545585370791937,1066,3863
1045,743510151680958465,4185,8671
1046,743253157753532416,1366,4624
1047,743222593470234624,2164,6792
1048,743210557239623680,1560,4215
1049,742534281772302336,4011,7744
1050,742528092657332225,2245,4878
1051,742465774154047488,4382,7916
1052,742423170473463808,4319,10812
1053,742385895052087300,2266,7457
1054,742161199639494656,1547,4743
1055,742150209887731712,1783,5661
1056,741793263812808706,1698,4982
1057,741743634094141440,3144,8945
1058,741438259667034112,937,4026
1059,741303864243200000,3650,9631
1060,741099773336379392,6247,10997
1061,741067306818797568,3520,10342
1062,740995100998766593,3154,7018
1063,740711788199743490,1062,3736
1064,740699697422163968,888,3101
1065,740676976021798912,7724,19881
1066,740373189193256964,9220,20648
1067,740365076218183684,495,2727
1068,740359016048689152,967,3610
1069,740214038584557568,2220,7335
1070,739979191639244800,6719,21898
1071,739932936087216128,1217,4443
1072,739844404073074688,966,4138
1073,739623569819336705,1547,4185
1074,739606147276148736,1876,5897
1075,739544079319588864,24319,43694
1076,739485634323156992,3309,7887
1077,739238157791694849,52360,75163
1078,738891149612572673,6,115
1079,738885046782832640,1283,4127
1080,738883359779196928,917,3661
1081,738537504001953792,1759,5575
1082,738402415918125056,955,3599
1083,738184450748633089,1360,4727
1084,738166403467907072,3828,9635
1085,738156290900254721,748,2768
1086,737826014890496000,2006,5757
1087,737800304142471168,3904,10943
1088,737678689543020544,1509,5528
1089,737445876994609152,5048,11302
1090,737322739594330112,907,3953
1091,737310737551491075,8329,16040
1092,736736130620620800,1972,4736
1093,736392552031657984,8407,19450
1094,736365877722001409,1408,4367
1095,736225175608430592,3115,8901
1096,736010884653420544,3355,8652
1097,735991953473572864,1283,3934
1098,735648611367784448,1237,4397
1099,735635087207878657,2659,6776
1100,735274964362878976,4707,9629
1101,735256018284875776,993,3675
1102,735137028879360001,1092,3428
1103,734912297295085568,572,2993
1104,734787690684657664,7102,13745
1105,734776360183431168,608,2742
1106,734559631394082816,451,1646
1107,733828123016450049,881,3926
1108,733822306246479872,1141,4015
1109,733482008106668032,1065,3438
1110,733460102733135873,1451,4605
1111,733109485275860992,17621,44619
1112,732732193018155009,599,2671
1113,732726085725589504,1003,3855
1114,732585889486888962,868,4016
1115,732375214819057664,2838,8832
1116,732005617171337216,6154,16324
1117,731285275100512256,1090,3798
1118,731156023742988288,1434,4196
1119,730924654643314689,2234,6682
1120,730573383004487680,2435,5407
1121,730427201120833536,1176,3809
1122,730211855403241472,1182,4180
1123,730196704625098752,2172,5339
1124,729854734790754305,1268,4396
1125,729838605770891264,431,1856
1126,729823566028484608,1390,4358
1127,729463711119904772,2586,6340
1128,729113531270991872,370,2054
1129,728986383096946689,917,3460
1130,728760639972315136,1911,5090
1131,728751179681943552,757,3032
1132,728653952833728512,1169,3620
1133,728409960103686147,2269,5383
1134,728387165835677696,1075,3999
1135,728046963732717569,1328,4722
1136,728035342121635841,1872,4953
1137,728015554473250816,1219,4479
1138,727685679342333952,720,3206
1139,727644517743104000,1962,6431
1140,727524757080539137,1379,4900
1141,727314416056803329,834,3623
1142,727286334147182592,920,3324
1143,727175381690781696,1540,4209
1144,727155742655025152,1490,3983
1145,726935089318363137,2738,7496
1146,726887082820554753,1677,4195
1147,726828223124897792,1124,3882
1148,726224900189511680,1302,4811
1149,725842289046749185,2970,7691
1150,725786712245440512,1527,4537
1151,725729321944506368,2009,5646
1152,725458796924002305,703,1541
1153,724983749226668032,1462,4040
1154,724771698126512129,725,2593
1155,724405726123311104,1847,5800
1156,724049859469295616,1984,4738
1157,724046343203856385,620,2901
1158,724004602748780546,1790,4561
1159,723912936180330496,1374,4236
1160,723688335806480385,3347,8435
1161,723673163800948736,1011,3291
1162,723179728551723008,2110,5761
1163,722974582966214656,1764,4493
1164,722613351520608256,1831,5393
1165,721503162398597120,2124,5086
1166,721001180231503872,686,2748
1167,720785406564900865,866,3400
1168,720775346191278080,760,2702
1169,720415127506415616,1681,4503
1170,720389942216527872,2840,6974
1171,720340705894408192,1098,3131
1172,720059472081784833,1268,4229
1173,720043174954147842,2253,5332
1174,719991154352222208,1979,5281
1175,719704490224398336,1645,4974
1176,719551379208073216,2192,5515
1177,719367763014393856,827,3022
1178,719339463458033665,1403,4822
1179,719332531645071360,1078,3711
1180,718971898235854848,1231,3818
1181,718939241951195136,1973,5720
1182,718631497683582976,9126,20697
1183,718613305783398402,542,2669
1184,718540630683709445,1137,2730
1185,718460005985447936,602,2846
1186,718454725339934721,1685,5320
1187,718246886998687744,565,2115
1188,718234618122661888,1127,4217
1189,717841801130979328,670,2660
1190,717790033953034240,1272,3170
1191,717537687239008257,2069,6281
1192,717428917016076293,510,1748
1193,717421804990701568,945,3446
1194,717047459982213120,2135,6826
1195,717009362452090881,1102,3583
1196,716802964044845056,1317,4627
1197,716791146589110272,1474,5204
1198,716730379797970944,475,1339
1199,716447146686459905,6643,14327
1200,716439118184652801,247,2574
1201,716285507865542656,1225,3041
1202,716080869887381504,1935,5272
1203,715928423106027520,987,3485
1204,715758151270801409,1596,4085
1205,715733265223708672,1920,5093
1206,715704790270025728,634,3055
1207,715696743237730304,1454,4257
1208,715680795826982913,1813,4719
1209,715360349751484417,1772,5955
1210,715342466308784130,768,3294
1211,715220193576927233,736,2630
1212,715200624753819648,2110,5578
1213,715009755312439296,1392,4550
1214,714982300363173890,1166,4094
1215,714962719905021952,4816,8028
1216,714957620017307648,1595,4503
1217,714631576617938945,1122,3571
1218,714606013974974464,1038,3938
1219,714485234495041536,1313,2962
1220,714258258790387713,808,3281
1221,714251586676113411,940,3570
1222,714214115368108032,990,2480
1223,714141408463036416,1569,4673
1224,713919462244790272,869,3564
1225,713909862279876608,616,2078
1226,713900603437621249,829,3062
1227,713761197720473600,1541,5308
1228,713411074226274305,1440,4802
1229,713177543487135744,3183,7854
1230,713175907180089344,1630,4851
1231,712809025985978368,7602,20378
1232,712717840512598017,5616,13474
1233,712668654853337088,1367,4531
1234,712438159032893441,1756,5799
1235,712309440758808576,26,269
1236,712097430750289920,1172,4144
1237,712092745624633345,1016,3211
1238,712085617388212225,556,3531
1239,712065007010385924,700,2451
1240,711998809858043904,138,0
1241,711968124745228288,2601,8776
1242,711743778164514816,1101,3095
1243,711732680602345472,4653,9756
1244,711694788429553666,20500,35865
1245,711652651650457602,1037,4228
1246,711363825979756544,1287,3996
1247,711306686208872448,819,3596
1248,711008018775851008,710,3275
1249,710997087345876993,1561,4960
1250,710844581445812225,779,2775
1251,710833117892898816,606,2937
1252,710658690886586372,636,2529
1253,710609963652087808,2624,5227
1254,710588934686908417,2107,4968
1255,710296729921429505,833,2574
1256,710283270106132480,580,2308
1257,710272297844797440,1425,4945
1258,710269109699739648,1257,2613
1259,710153181850935296,1006,3153
1260,710140971284037632,1008,3017
1261,710117014656950272,2233,5999
1262,709918798883774466,1215,3250
1263,709901256215666688,112,732
1264,709852847387627521,1336,3824
1265,709566166965075968,1367,3865
1266,709556954897764353,1204,3593
1267,709519240576036864,277,1620
1268,709449600415961088,665,2420
1269,709409458133323776,788,2855
1270,709225125749587968,647,2615
1271,709207347839836162,6567,13755
1272,709198395643068416,721,2634
1273,709179584944730112,763,2213
1274,709158332880297985,470,2236
1275,709042156699303936,1864,5197
1276,708853462201716736,745,1941
1277,708845821941387268,1015,3226
1278,708834316713893888,571,1860
1279,708810915978854401,7848,18036
1280,708738143638450176,917,2997
1281,708711088997666817,834,2790
1282,708479650088034305,765,2768
1283,708469915515297792,926,3357
1284,708400866336894977,11330,17516
1285,708356463048204288,1520,3929
1286,708349470027751425,831,2568
1287,708149363256774660,1727,4672
1288,708130923141795840,943,3707
1289,708119489313951744,1102,2937
1290,708109389455101952,610,2124
1291,708026248782585858,2166,4799
1292,707995814724026368,1273,3385
1293,707983188426153984,2,52
1294,707969809498152960,1097,2941
1295,707776935007539200,1079,3593
1296,707741517457260545,696,2718
1297,707738799544082433,2785,4495
1298,707693576495472641,1133,3765
1299,707629649552134146,997,2834
1300,707610948723478529,7236,18557
1301,707420581654872064,789,2499
1302,707411934438625280,673,2486
1303,707387676719185920,1490,3835
1304,707377100785885184,1214,3603
1305,707315916783140866,727,2698
1306,707297311098011648,903,3022
1307,707059547140169728,759,2796
1308,707038192327901184,900,2404
1309,707021089608753152,1540,4433
1310,707014260413456384,664,2502
1311,706904523814649856,8830,15961
1312,706901761596989440,680,2264
1313,706681918348251136,1103,3627
1314,706644897839910912,1224,2814
1315,706593038911545345,718,2363
1316,706538006853918722,1580,3778
1317,706516534877929472,1150,3404
1318,706346369204748288,1035,3768
1319,706310011488698368,9034,23443
1320,706291001778950144,522,1861
1321,706265994973601792,1030,2979
1322,706169069255446529,2511,4291
1323,706166467411222528,1819,5636
1324,706153300320784384,437,1632
1325,705975130514706432,842,3397
1326,705970349788291072,1008,3440
1327,705898680587526145,643,2597
1328,705786532653883392,596,2132
1329,705591895322394625,1308,3475
1330,705475953783398401,1045,3231
1331,705442520700944385,1859,4877
1332,705428427625635840,1931,4188
1333,705239209544720384,854,3290
1334,705223444686888960,900,2829
1335,705102439679201280,585,2342
1336,705066031337840642,683,2378
1337,704871453724954624,1245,4585
1338,704859558691414016,612,2462
1339,704847917308362754,1727,5594
1340,704819833553219584,1136,2906
1341,704761120771465216,3257,7283
1342,704499785726889984,1124,3212
1343,704491224099647488,97,840
1344,704480331685040129,1197,3723
1345,704364645503647744,3999,8804
1346,704347321748819968,393,1729
1347,704134088924532736,519,1653
1348,704113298707505153,629,2031
1349,704054845121142784,1028,3201
1350,703774238772166656,526,2020
1351,703769065844768768,1276,3621
1352,703631701117943808,772,2853
1353,703611486317502464,1709,4229
1354,703425003149250560,1559,4162
1355,703407252292673536,786,2685
1356,703382836347330562,1285,3837
1357,703356393781329922,429,2085
1358,703268521220972544,618,2152
1359,703079050210877440,3494,8064
1360,703041949650034688,14198,28996
1361,702932127499816960,811,2825
1362,702899151802126337,509,1772
1363,702684942141153280,1215,3516
1364,702671118226825216,634,2398
1365,702598099714314240,3712,11332
1366,702539513671897089,1091,3134
1367,702332542343577600,1755,3491
1368,702321140488925184,1156,3604
1369,702276748847800320,860,2706
1370,702217446468493312,1526,5268
1371,701981390485725185,1106,3755
1372,701952816642965504,1149,4167
1373,701889187134500865,1558,3905
1374,701805642395348998,1900,3752
1375,701601587219795968,523,2299
1376,701570477911896070,1055,3080
1377,701545186879471618,680,2902
1378,701214700881756160,5812,13475
1379,700890391244103680,653,2437
1380,700864154249383937,685,2828
1381,700847567345688576,558,2637
1382,700796979434098688,1085,2669
1383,700747788515020802,10673,25130
1384,700518061187723268,915,2887
1385,700505138482569216,646,2487
1386,700462010979500032,2031,4537
1387,700167517596164096,836,2903
1388,700151421916807169,754,2450
1389,700143752053182464,3129,8282
1390,700062718104104960,778,2890
1391,700029284593901568,661,2262
1392,700002074055016451,1529,3627
1393,699801817392291840,1088,3345
1394,699788877217865730,557,2458
1395,699779630832685056,1397,3039
1396,699775878809702401,690,2150
1397,699691744225525762,5174,11252
1398,699446877801091073,2938,6515
1399,699434518667751424,577,2384
1400,699423671849451520,383,1505
1401,699413908797464576,688,2258
1402,699370870310113280,497,2053
1403,699323444782047232,983,3466
1404,699088579889332224,715,2451
1405,699079609774645248,745,2677
1406,699072405256409088,1325,3296
1407,699060279947165696,2059,4173
1408,699036661657767936,1345,2863
1409,698989035503689728,1113,3701
1410,698953797952008193,1020,2975
1411,698907974262222848,699,2787
1412,698710712454139905,774,2710
1413,698703483621523456,425,1608
1414,698635131305795584,388,1400
1415,698549713696649216,704,2536
1416,698355670425473025,516,2046
1417,698342080612007937,1074,2485
1418,698262614669991936,2268,5214
1419,698195409219559425,6750,18408
1420,698178924120031232,830,3084
1421,697995514407682048,372,1665
1422,697990423684476929,1451,3592
1423,697943111201378304,776,2638
1424,697881462549430272,1337,3313
1425,697630435728322560,614,1909
1426,697616773278015490,1144,3467
1427,697596423848730625,1425,3306
1428,697575480820686848,572,2250
1429,697516214579523584,1282,2281
1430,697482927769255936,765,2662
1431,697463031882764288,1552,3748
1432,697270446429966336,2087,5131
1433,697259378236399616,1136,3611
1434,697255105972801536,1315,3316
1435,697242256848379904,751,2753
1436,696900204696625153,1156,3492
1437,696894894812565505,758,2594
1438,696886256886657024,2016,5317
1439,696877980375769088,802,2689
1440,696754882863349760,396,1615
1441,696744641916489729,1069,2293
1442,696713835009417216,757,2613
1443,696518437233913856,1887,4274
1444,696490539101908992,170,1339
1445,696488710901260288,1166,2788
1446,696405997980676096,1284,3531
1447,696100768806522880,750,2125
1448,695816827381944320,1320,3287
1449,695794761660297217,880,3490
1450,695767669421768709,854,2060
1451,695629776980148225,2377,5020
1452,695446424020918272,2026,4787
1453,695409464418041856,4017,9460
1454,695314793360662529,1675,4004
1455,695095422348574720,684,2888
1456,695074328191332352,1239,3116
1457,695064344191721472,685,1771
1458,695051054296211456,885,2918
1459,694925794720792577,1043,2965
1460,694905863685980160,1053,3046
1461,694669722378485760,13517,26068
1462,694356675654983680,328,1653
1463,694352839993344000,700,2244
1464,694342028726001664,557,1727
1465,694329668942569472,569,2203
1466,694206574471057408,2297,4582
1467,694183373896572928,1040,3236
1468,694001791655137281,1176,3705
1469,693993230313091072,457,2044
1470,693942351086120961,413,1896
1471,693647888581312512,673,2961
1472,693644216740769793,150,1473
1473,693642232151285760,472,2790
1474,693629975228977152,894,2685
1475,693622659251335168,422,1691
1476,693590843962331137,2233,5565
1477,693582294167244802,292,1802
1478,693486665285931008,698,1941
1479,693280720173801472,1403,3669
1480,693267061318012928,925,2622
1481,693262851218264065,568,2459
1482,693231807727280129,841,3133
1483,693155686491000832,3622,8668
1484,693109034023534592,695,1889
1485,693095443459342336,523,2056
1486,692919143163629568,838,2926
1487,692905862751522816,998,2683
1488,692901601640583168,682,1971
1489,692894228850999298,910,2511
1490,692828166163931137,998,3148
1491,692752401762250755,4124,7496
1492,692568918515392513,1737,4739
1493,692535307825213440,1529,3504
1494,692530551048294401,474,2021
1495,692423280028966913,265,1618
1496,692417313023332352,3917,10275
1497,692187005137076224,929,2768
1498,692158366030913536,896,2369
1499,692142790915014657,438,1798
1500,692041934689402880,1424,3724
1501,692017291282812928,1081,3153
1502,691820333922455552,1860,4329
1503,691793053716221953,4732,8910
1504,691756958957883396,1161,3179
1505,691675652215414786,577,2116
1506,691483041324204033,656,2608
1507,691459709405118465,1294,4449
1508,691444869282295808,955,2890
1509,691416866452082688,8689,21253
1510,691321916024623104,747,2828
1511,691096613310316544,1019,3253
1512,691090071332753408,385,1867
1513,690989312272396288,3282,6513
1514,690959652130045952,1421,3902
1515,690938899477221376,2245,4536
1516,690932576555528194,1143,3602
1517,690735892932222976,1442,4134
1518,690728923253055490,597,2384
1519,690690673629138944,898,2547
1520,690649993829576704,325,1435
1521,690607260360429569,19,313
1522,690597161306841088,681,2163
1523,690400367696297985,509,2041
1524,690374419777196032,972,3560
1525,690360449368465409,1006,2925
1526,690348396616552449,573,1644
1527,690248561355657216,477,1845
1528,690021994562220032,1180,3056
1529,690015576308211712,836,2740
1530,690005060500217858,1907,4004
1531,689999384604450816,424,1561
1532,689993469801164801,518,1618
1533,689977555533848577,502,1490
1534,689905486972461056,787,2651
1535,689877686181715968,1344,3323
1536,689835978131935233,850,2369
1537,689661964914655233,1052,3501
1538,689659372465688576,4412,11394
1539,689623661272240129,748,2467
1540,689599056876867584,6265,12795
1541,689557536375177216,519,2257
1542,689517482558820352,1609,3735
1543,689289219123089408,1056,2476
1544,689283819090870273,1250,3624
1545,689280876073582592,819,2197
1546,689275259254616065,285,1273
1547,689255633275777024,1212,2805
1548,689154315265683456,1128,3348
1549,689143371370250240,579,2232
1550,688916208532455424,983,3003
1551,688908934925697024,874,2310
1552,688898160958271489,890,2307
1553,688894073864884227,792,2462
1554,688828561667567616,420,1508
1555,688804835492233216,227,1043
1556,688789766343622656,759,2434
1557,688547210804498433,789,2862
1558,688519176466644993,825,2520
1559,688385280030670848,5035,10180
1560,688211956440801280,937,2426
1561,688179443353796608,669,2328
1562,688116655151435777,888,3093
1563,688064179421470721,408,1878
1564,687841446767013888,2872,6009
1565,687826841265172480,1292,2989
1566,687818504314159109,1080,2758
1567,687807801670897665,801,2625
1568,687732144991551489,750,1935
1569,687704180304273409,950,2660
1570,687664829264453632,576,2121
1571,687494652870668288,654,2104
1572,687480748861947905,281,1760
1573,687476254459715584,619,2187
1574,687460506001633280,614,2243
1575,687399393394311168,702,2081
1576,687317306314240000,10411,22073
1577,687312378585812992,2146,4777
1578,687127927494963200,2591,6004
1579,687124485711986689,577,2371
1580,687109925361856513,2803,6370
1581,687102708889812993,1124,2571
1582,687096057537363968,695,2449
1583,686947101016735744,3582,9433
1584,686760001961103360,1551,3852
1585,686749460672679938,1666,3812
1586,686730991906516992,1350,4543
1587,686683045143953408,912,3072
1588,686618349602762752,1544,4042
1589,686606069955735556,607,2071
1590,686394059078897668,769,1928
1591,686386521809772549,996,3553
1592,686377065986265092,637,2433
1593,686358356425093120,776,2398
1594,686286779679375361,1887,4392
1595,686050296934563840,836,2420
1596,686035780142297088,138,1274
1597,686034024800862208,1324,3424
1598,686007916130873345,472,2704
1599,686003207160610816,735,2009
1600,685973236358713344,611,2326
1601,685943807276412928,696,1801
1602,685906723014619143,3303,8277
1603,685681090388975616,140,2069
1604,685667379192414208,666,2579
1605,685663452032069632,1656,3557
1606,685641971164143616,885,3218
1607,685547936038666240,17465,35052
1608,685532292383666176,1298,3336
1609,685325112850124800,4535,10471
1610,685321586178670592,735,2910
1611,685315239903100929,1234,3676
1612,685307451701334016,496,2262
1613,685268753634967552,1371,3419
1614,685198997565345792,764,2566
1615,685169283572338688,1620,4489
1616,684969860808454144,421,2374
1617,684959798585110529,3487,7004
1618,684940049151070208,1191,3523
1619,684926975086034944,552,3849
1620,684914660081053696,1662,3848
1621,684902183876321280,605,2053
1622,684880619965411328,936,2305
1623,684830982659280897,24514,38551
1624,684800227459624960,1124,2979
1625,684594889858887680,4016,9843
1626,684588130326986752,1592,4489
1627,684567543613382656,1418,3312
1628,684538444857667585,1085,2915
1629,684481074559381504,1320,4249
1630,684460069371654144,628,2169
1631,684241637099323392,3727,8999
1632,684225744407494656,239,1369
1633,684222868335505415,1563,4225
1634,684200372118904832,1177,2394
1635,684195085588783105,595,2108
1636,684188786104872960,1343,3831
1637,684177701129875456,764,2215
1638,684147889187209216,1703,3265
1639,684122891630342144,539,2176
1640,684097758874210310,1621,4515
1641,683857920510050305,1262,4163
1642,683852578183077888,397,2111
1643,683849932751646720,1116,2896
1644,683834909291606017,1265,2880
1645,683828599284170753,1195,3053
1646,683773439333797890,1533,3684
1647,683742671509258241,3781,7162
1648,683515932363329536,3291,8058
1649,683498322573824003,1095,3469
1650,683481228088049664,1118,2878
1651,683462770029932544,761,2676
1652,683449695444799489,1837,4290
1653,683391852557561860,2702,8356
1654,683357973142474752,1059,3238
1655,683142553609318400,1173,3162
1656,683111407806746624,1034,3736
1657,683098815881154561,736,2361
1658,683078886620553216,634,2176
1659,683030066213818368,832,2370
1660,682962037429899265,15043,26239
1661,682808988178739200,210,1953
1662,682788441537560576,1258,2706
1663,682750546109968385,494,1674
1664,682697186228989953,397,1440
1665,682662431982772225,1207,3326
1666,682638830361513985,675,2266
1667,682429480204398592,1320,3769
1668,682406705142087680,2019,8319
1669,682393905736888321,773,2441
1670,682389078323662849,518,1828
1671,682303737705140231,1135,3389
1672,682259524040966145,1375,4578
1673,682242692827447297,1341,3566
1674,682088079302213632,11271,20108
1675,682059653698686977,1915,5442
1676,682047327939461121,1088,3525
1677,682032003584274432,2294,7223
1678,682003177596559360,1722,3464
1679,681981167097122816,1161,3043
1680,681891461017812993,951,2706
1681,681694085539872773,4581,14010
1682,681679526984871937,499,1923
1683,681654059175129088,1045,2903
1684,681610798867845120,533,2100
1685,681579835668455424,1489,3893
1686,681523177663676416,6620,15749
1687,681340665377193984,313,1803
1688,681339448655802368,4598,10202
1689,681320187870711809,863,2918
1690,681302363064414209,2072,4347
1691,681297372102656000,1091,3490
1692,681281657291280384,1258,3520
1693,681261549936340994,308,1597
1694,681242418453299201,624,1645
1695,681231109724700672,540,2629
1696,681193455364796417,1691,4077
1697,680970795137544192,749,2665
1698,680959110691590145,2243,4986
1699,680940246314430465,1225,3544
1700,680934982542561280,497,2285
1701,680913438424612864,705,2609
1702,680889648562991104,418,1945
1703,680836378243002368,1513,3766
1704,680805554198020098,751,2370
1705,680801747103793152,925,2600
1706,680798457301471234,1182,3134
1707,680609293079592961,816,2906
1708,680583894916304897,1514,3939
1709,680497766108381184,2162,4639
1710,680494726643068929,542,1879
1711,680473011644985345,844,2778
1712,680440374763077632,564,1583
1713,680221482581123072,329,1598
1714,680206703334408192,1323,3115
1715,680191257256136705,577,2356
1716,680176173301628928,1760,4263
1717,680161097740095489,828,2538
1718,680145970311643136,1972,3955
1719,680130881361686529,1078,2519
1720,680115823365742593,1028,2972
1721,680100725817409536,1554,3891
1722,680085611152338944,10034,13959
1723,680070545539371008,994,2818
1724,680055455951884288,8067,18278
1725,679877062409191424,726,2155
1726,679872969355714560,749,2365
1727,679862121895714818,706,2678
1728,679854723806179328,1402,3143
1729,679844490799091713,887,2593
1730,679828447187857408,15839,39726
1731,679777920601223168,1281,3390
1732,679736210798047232,918,2311
1733,679729593985699840,937,2367
1734,679722016581222400,539,1817
1735,679530280114372609,2347,5208
1736,679527802031484928,823,2892
1737,679511351870550016,1461,3711
1738,679503373272485890,1673,3484
1739,679475951516934144,728,2304
1740,679462823135686656,21324,34856
1741,679405845277462528,1364,2594
1742,679158373988876288,9193,23568
1743,679148763231985668,1163,3028
1744,679132435750195208,1314,3253
1745,679111216690831360,2893,6514
1746,679062614270468097,9299,18712
1747,679047485189439488,781,2460
1748,679001094530465792,1378,3075
1749,678991772295516161,1333,2537
1750,678969228704284672,528,1796
1751,678800283649069056,1018,2810
1752,678798276842360832,1350,3804
1753,678774928607469569,1043,3037
1754,678767140346941444,1553,3864
1755,678764513869611008,544,1788
1756,678755239630127104,3741,7802
1757,678740035362037760,1926,4099
1758,678708137298427904,2753,6082
1759,678675843183484930,1680,3155
1760,678643457146150913,489,2250
1761,678446151570427904,1785,4358
1762,678424312106393600,2880,5916
1763,678410210315247616,2072,4640
1764,678399652199309312,30742,61794
1765,678396796259975168,478,1731
1766,678389028614488064,473,2044
1767,678380236862578688,1020,2655
1768,678341075375947776,612,1896
1769,678334497360859136,304,1427
1770,678278586130948096,6857,12531
1771,678255464182861824,418,1726
1772,678023323247357953,439,2095
1773,678021115718029313,7148,15018
1774,677961670166224897,1879,3701
1775,677918531514703872,463,1476
1776,677895101218201600,2384,5275
1777,677716515794329600,1104,3323
1778,677700003327029250,1622,3689
1779,677698403548192770,363,1332
1780,677687604918272002,950,2681
1781,677673981332312066,1677,3603
1782,677662372920729601,1101,2134
1783,677644091929329666,886,2040
1784,677573743309385728,819,2322
1785,677565715327688705,513,1409
1786,677557565589463040,1322,2665
1787,677547928504967168,4076,7568
1788,677530072887205888,250,1161
1789,677335745548390400,2017,3328
1790,677334615166730240,328,1477
1791,677331501395156992,265,1189
1792,677328882937298944,1693,3938
1793,677314812125323265,611,1799
1794,677301033169788928,471,1362
1795,677269281705472000,790,2164
1796,677228873407442944,1840,3837
1797,677187300187611136,1033,2981
1798,676975532580409345,1203,3015
1799,676957860086095872,907,2395
1800,676949632774234114,448,1413
1801,676948236477857792,980,2354
1802,676946864479084545,426,1844
1803,676942428000112642,855,2261
1804,676936541936185344,5515,13809
1805,676916996760600576,2002,3231
1806,676897532954456065,817,2426
1807,676864501615042560,808,2294
1808,676821958043033607,17605,25124
1809,676819651066732545,741,1957
1810,676811746707918848,469,1536
1811,676776431406465024,2249,5405
1812,676617503762681856,1108,3149
1813,676613908052996102,219,1183
1814,676606785097199616,490,2039
1815,676603393314578432,440,1280
1816,676593408224403456,2410,4954
1817,676590572941893632,142,1001
1818,676588346097852417,896,2533
1819,676582956622721024,312,1310
1820,676575501977128964,1254,2807
1821,676533798876651520,621,2025
1822,676496375194980353,602,1641
1823,676470639084101634,5224,12616
1824,676440007570247681,748,1863
1825,676430933382295552,385,1526
1826,676263575653122048,609,2243
1827,676237365392908289,331,1335
1828,676219687039057920,31989,67100
1829,676215927814406144,661,1881
1830,676191832485810177,1145,2478
1831,676146341966438401,744,2077
1832,676121918416756736,1297,2335
1833,676101918813499392,1284,3042
1834,676098748976615425,1623,3279
1835,676089483918516224,483,1431
1836,675898130735476737,653,1774
1837,675891555769696257,976,2297
1838,675888385639251968,1067,2581
1839,675878199931371520,1570,4531
1840,675870721063669760,632,1783
1841,675853064436391936,1460,2927
1842,675849018447167488,172,1027
1843,675845657354215424,1000,2477
1844,675822767435051008,591,1652
1845,675820929667219457,260,1140
1846,675798442703122432,3787,11101
1847,675781562965868544,537,1750
1848,675740360753160193,388,1257
